Patient ID,Visit#.x,Organism,Organism Group,Ampicillin,Ampicillin_RSI,Breed,Sex (0 = female; 1 = male),Neuter status (0 = castrated; 1 = not castrated),Age,Weight (kg),Color (0 = yellow/dark yellow/amber; 1 = straw; 2 = red/pink; 3 = brown/light & dark brown; 4 = other),Clarity (0 = clear; 1 = opaque/cloudy; 2 = SLhazy; 3 = hazy),USG,PH,Protein,Glucose,Ketones,Creatinine,Bilirubin...19,Hemoprotein,Sediment Vol,Volume,Lipid Layer,WBC (simplified),Pyuria (1 if >/=4),RBC (simplified),Crystals (0 = none 1 = rare; 2 = few; 3 = mod; 4 = many),Unknown,Amorphous,Phosphate,CaOx,Oxalate,Triple Phos,Ca Phos,Bilirubin...35,Struvite,Ca Carbonate,Ammonium biurate,Ammonium Urate,Tyrosine,Uric acid,Cholesterol,Cystine,Starch,Na urate,Urate,Biurate,Hemoglobin,Talcom,Epithelial Cells-Transitional,Epithelial Cells-Squamous,Epithelial Cells-Renal,Epithelial Cells-Caudate,Casts-Hyaline,Casts-Granular,Casts-Waxy,Casts-Cellular,Bacteria quantity,Bac Type,Lipid Droplets,Sperm,Growth (0 = growth),1st Organism Grown,Amount (organism/mL)...64,2nd Organism Grown,Amount (organism/mL)...66,3rd Organism Grown,Underlying conditions (no = 0; yes = 1),Number of vet visits,Hospitalization (no = 0; yes = 1),Duration of hospitalization (days),Antimicrobial therapy (no = 0; yes = 1),Duration of therapy (days)
409081,4888CW,E. coli hemolytic,E. Coli,4,S,K9-BERNESE,0,0,1,25.8,0,2,1.008,8,0,0,0,0,0,10,0,5,1,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,>1 x 10^5,,,,1,1,0,0,0,0
409081,59055EM,E. coli hemolytic,E. Coli,>16,R,K9-BERNESE,0,0,1,25.8,0,2,1.008,8,0,0,0,0,0,10,0,5,1,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,>1 x 10^5,,,,1,1,0,0,0,0
409415,8891CY,E. coli non-hemolytic,E. Coli,4,S,K9-LAB,0,0,6.2,28,0,1,1.025,6,0,0,0,0,1,250,0.1,5,1,10,1,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,3,0,0,E. Coli,1 x 10^5,,,,0,0,0,0,0,0
409471,2941CB,Proteus mirabilis,Proteus,1,,K9-X,0,0,7.7,8.8,0,1,1.018,7,0,0,0,0,0,50,0,5,1,20,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,1,0,0,E. Coli,>1 x 10^5,,,,0,0,0,0,0,0
409471,8796CP,E. coli non-hemolytic,E. Coli,2,S,K9-X,0,0,7.7,8.8,0,1,1.018,7,0,0,0,0,0,50,0,5,1,20,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,1,0,0,E. Coli,>1 x 10^5,,,,0,0,0,0,0,0
409710,8753CT,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-SHIH TZU,0,0,8.3,7.9,2,1,1.018,7,150,0,0,0,1,250,0.2,5,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,0,1,1,2,1,5
410438,2847CY,Streptococcus canis,Streptococcus,,,K9-ROTT,1,0,4.7,59,0,2,1.02,7,75,0,0,0,3,10,0,4,1,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,2,0,0,Streptococcus Canis,1 x 10^5,,,,1,1,0,0,1,14
410642,5571CQ,Klebsiella oxytoca,Klebsiella,>8,,K9-BOXER,1,1,4.2,34,0,2,1.051,6,75,0,0,0,1,50,0,1.5,1,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,0,0,Klebsiella Oxytoca,1 x 10^4,,,,1,0,0,0,1,5
411303,9411CR,Proteus mirabilis,Proteus,1,,K9-X,0,0,6.8,29.2,0,1,1.045,7,150,0,0,0,3,250,0,4,1,100,1,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Proteus Mirabilis,1 x 10^5,,,,1,0,0,0,0,0
411506,3161CQ,E. coli hemolytic,E. Coli,>8,R,K9-WH W TER,0,0,7.8,10.3,0,3,1.02,7,150,0,0,0,0,10,0,3,1,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,0,0,0,0,0
411895,3415CZ,Pseudomonas aeruginosa,Pseudomonas,>8,,K9-ROTT,0,0,11,37.5,0,3,1.027,7,25,0,0,0,0,50,0,5,1,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,1,0,0,Pseudomonas Aeruginosa,1 x 10^5,,,,1,0,0,0,1,47
411944,1861DG,E. coli non-hemolytic,E. Coli,8,S,K9-BASSET,0,0,14.1,24,0,0,1.011,6,100,0,0,0,0,10,0,5,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,E. Coli,1 x 10^3,,,,1,1,0,0,1,2
412058,7856DH,Enterococcus faecalis,Enterococci,1,,K9-PUG,0,0,11.7,9.3,0,1,1.034,7,15,0,0,0,0,250,0,3,0,10,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,Enterococcus Faecalis,1 x 10^5,,,,0,0,0,0,0,0
412163,4275CZ,Pseudomonas aeruginosa,Pseudomonas,>8,,K9-LAB,1,0,9.6,40.7,0,2,1.017,7,75,0,0,0,6,50,0,5,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,2,3,0,0,Pseudomonas Aeruginosa,2 x 10^2,,,,0,2,1,2,1,10
412236,1584DA,Klebsiella aerogenes,Klebsiella,>8,,K9-WEIMARANER,0,0,0.8,21.2,0,2,1.018,7,25,0,0,0,0,10,0,5,1,100,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Enterobacter Aerogenes,1 x 10^5,,,,0,1,0,0,0,0
412371,8433CY,E. coli non-hemolytic,E. Coli,>8,R,K9-X,0,0,7.2,50.5,0,2,1.011,6,0,0,0,0,0,10,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,E. Coli,1 x 10^5,,,,0,1,0,0,1,10
412400,1021CZ,E. coli hemolytic,E. Coli,2,S,K9-X,0,0,13.2,30,0,1,1.007,7,25,0,0,0,0,250,0,5,1,100,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,5,0,0,0,0
412491,1111CZ,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-POMERANIAN,0,0,5.3,5.7,3,1,1.039,7,150,0,5,0,3,250,0,0.8,1,10,1,100,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,2,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,0,1,1,3,0,0
412515,78819EM,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-PIT BULL TERRIER,1,1,2,33.4,3,1,1.034,7,150,0,0,0,3,250,0,5,1,3,0,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,2,0,0,Staphylococcus Pseudintermedius,>1 x 10^5,,,,1,1,1,7,0,0
412528,8263CY,Strep. bovis-eq cmplx,Streptococcus,<=0.25,,K9-GT SCHN,1,1,7.5,44.6,0,3,1.025,8,75,0,0,0,0,50,0,5,0,10,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,3,1,0,1,0,Streptococcus Bovis-Equinus Complex,1 x 10^5,,,,0,2,1,1,0,0
412614,2615CZ,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-X,0,0,10.3,7.2,0,1,1.026,8,0,300,0,0,0,10,0,5,0,100,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,1,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,1,1,0,0,0,0
412666,8458CY,Mycoplasma Sp.,Mycoplasma,,,K9-X,1,0,13.2,8.3,0,1,1.026,5,25,0,0,0,3,250,0,1.5,0,20,1,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,Mycoplasma,1 x 10^5,,,,1,3,1,5,1,5
412719,78763EM,Staph. pseudintermedius,Staphylococcus,2,,K9-X,0,0,12.2,22.5,0,3,1.018,7,0,0,0,0,0,10,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,0,0,1,1,0,0
412733,8949CY,E. coli hemolytic,E. Coli,4,S,K9-BOST TER,0,0,8.2,16.2,0,1,1.018,7,150,0,0,0,0,50,0,5,1,100,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^4,Streptococcus Canis,1 x 10^4,Enterococcus sp,0,1,1,9,0,0
413321,79290EM,Mycoplasma Sp.,Mycoplasma,,,K9-X,1,0,12.3,29.3,0,0,1.009,6,0,50,0,0,0,10,0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Mycoplasma,1 x 10^5,,,,1,4,1,3,1,5
413353,9681CY,E. coli hemolytic,E. Coli,2,S,K9-X,0,0,4.7,6.3,0,1,1.039,7,75,1000,5,0,0,250,0,2.5,1,10,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,5,1,8,1,2
413355,9549CY,Proteus mirabilis,Proteus,2,,K9-X/MASTIFF,0,0,10.2,57.3,0,2,1.009,8,25,0,0,0,0,50,0,5,1,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,Proteus Mirabilis,1 x 10^5,,,,0,0,1,1,0,0
413361,1786DB,Streptococcus canis,Streptococcus,,,K9-GOLD RET,0,0,1.7,21.8,0,2,1.005,6,25,0,0,0,0,50,0,5,0,20,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,Streptococcus Canis,1 x 10^5,,,,1,1,0,0,0,0
413402,9297CZ,Pasteurella dagmatis,Pasteurella,<=0.25,,K9-X,1,0,11.9,16.5,0,3,1.015,8,75,0,0,0,3,250,0,2,1,50,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4,2,0,0,Pasteurella Dagmatis,1 x 10^5,,,,0,1,1,3,0,0
413509,4483CZ,E. coli non-hemolytic,E. Coli,4,S,K9-WH DACH,1,0,5.1,7.4,0,1,1.029,6,75,0,5,0,1,150,0,3.5,0,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,,,,1,3,0,0,1,14
413516,704CZ,E. coli hemolytic,E. Coli,2,S,K9-CHI,0,0,17.1,5.5,0,3,1.014,7,75,0,0,0,0,250,0,3.5,1,50,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,1,0,0,0,0
413638,1185CZ,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-X/GSHP/BOXER,1,1,7.3,36.5,0,1,1.03,8,25,0,0,0,1,0,0,5,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,2,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,0,2,1,5,0,0
413681,964CZ,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-GRT DANE,0,0,8.3,54,0,1,1.026,7,25,0,0,0,0,150,0,5,1,100,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,2,0,0,Klebsiella Pneumoniae,1 x 10^5,Staphylococcus Pseudintermedius,1 x 10^5,,1,3,0,0,0,0
413713,8289DH,E. coli hemolytic,E. Coli,2,S,K9-X,0,1,10.1,36.5,0,3,1.009,7,0,0,0,0,0,150,0,5,1,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,1,0,0,0,0
413795,1304CZ,E. coli non-hemolytic,E. Coli,2,S,K9-STAF TER,1,0,6.3,27.8,0,1,1.012,5,75,0,0,0,0,250,0,4.5,0,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,2,0,0,0,E. Coli,1 x 10^5,,,,1,0,0,0,0,0
413862,4820CZ,E. coli hemolytic,E. Coli,2,S,K9-LAB,0,0,10.3,35.2,0,2,1.028,8,0,0,0,0,0,0,0,5,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,0,0,0,0,0
413926,1732CZ,E. coli hemolytic,E. Coli,4,S,K9-ROTT,1,0,4.8,32,0,3,1.019,6,0,0,0,0,3,10,0,4,1,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,1,1,1,1,14
413947,1558CZ,E. coli hemolytic,E. Coli,4,S,K9-LAB,1,1,6.3,35,2,1,1.034,7,150,0,0,0,0,250,0.1,5,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,8 x 10^2,,,,0,1,1,6,0,0
413981,79044EM,Proteus mirabilis,Proteus,1,,K9-MASTIFF,0,0,9.8,56.4,0,3,1.022,9,25,0,0,0,0,250,0,5,0,20,1,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,Proteus Mirabilis,1 x 10^5,,,,0,1,1,1,0,0
413985,1854CZ,Proteus mirabilis,Proteus,1,,K9-NEWFNDLN,0,0,1,45.3,0,1,1.047,8,25,0,0,0,0,250,0,4,1,100,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,4,2,0,0,Proteus Mirabilis,1 x 10^5,Enterococcus Faecalis,1 x 10^5,,1,2,0,0,1,12
414235,2944CZ,Enterococcus faecalis,Enterococci,1,,K9-X,0,0,5.7,4.8,0,1,1.021,7,25,0,0,0,0,10,0.1,5,1,50,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,2,0,0,Enterococcus Faecalis,1 x 10^5,Streptococcus Canis,1 x 10^5,Staphylococcus Pseudintermedius,1,2,1,3,1,32
414282,79138EMREH,Staph. pseudintermedius,Staphylococcus,1,,K9-LAB,0,0,7.7,37.5,2,1,1.031,8,150,0,0,0,0,250,0,5,0,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,Staphylococcus Pseudintermedius,1 x 10^5,,,,1,1,1,16,0,0
414291,3099CZ,E. coli non-hemolytic,E. Coli,4,S,K9-E SPR SPAN,0,0,12.6,20.9,0,2,1.016,7,75,0,0,0,0,50,0,4,1,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,,,,1,0,0,0,1,10
414496,4648CZ,Enterococcus faecium,Enterococci,>8,,K9-GER SHEP,1,1,7.3,37,0,3,1.034,6,25,0,0,0,3,10,0,5,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,Enterococcus Faecium,1 x 10^3,,,,0,0,1,18,0,0
414535,4511CZ,E. coli hemolytic,E. Coli,2,S,K9-LAB,0,0,10.3,25,0,1,1.016,8,75,0,0,0,0,10,0,4,1,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,0,0,0,0,0
414547,848DG,E. coli hemolytic,E. Coli,4,S,K9-DOBIE,0,0,11.4,32,0,3,1.026,7,100,0,0,0,0,25,0,5,1,50,1,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,E. Coli,1 x 10^5,Staphylococcus Pseudintermedius,1 x 10^5,,1,2,0,0,1,56
414579,7855CZ,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-DACH,1,0,12.3,4.9,0,1,1.022,7,500,0,0,0,3,250,0,5,0,100,1,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Staphylococcus Pseudintermedius,>1 x 10^5,,,,1,4,1,4,0,0
414593,4718CZ,E. coli non-hemolytic,E. Coli,>8,R,K9-B FRISE,0,0,7.3,3.5,0,2,1.032,6,25,0,0,0,0,150,0,2.5,1,20,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,E. Coli,2 x 10^2,E. Coli (2nd type),2 x 10^2,Staphylococcus Pseudintermedius,0,2,1,4,1,4
414626,4743CZ,E. coli non-hemolytic,E. Coli,2,S,K9-MCNAB,0,0,6.1,20.8,0,1,1.023,7,25,0,0,0,0,50,0.3,5,0,100,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,,,,0,1,1,4,0,0
414642,7775DA,E. coli hemolytic,E. Coli,2,S,K9-CV KC SPAN,0,0,8.1,8.7,0,1,1.028,9,0,0,0,0,0,0,0,3,1,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,0,1,1,0,0
414880,8500CZ,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-ENG BULL,1,1,1,25.5,0,3,1.012,8,0,0,0,0,0,250,0,3.5,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Staphylococcus Pseudintermedius,1 x 10^3,,,,1,4,0,0,1,16
415014,8929CZ,E. coli hemolytic,E. Coli,2,S,K9-P W CORG,0,0,10.4,13.6,0,1,1.037,7,0,0,0,0,0,50,0,4,1,50,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,0,0,0,0,0
415016,7789CZ,E. coli non-hemolytic,E. Coli,4,S,K9-E SPR SPAN,1,1,9.4,23,0,3,1.022,8,0,0,0,0,3,10,0,5,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,E. Coli,1 x 10^3,,,,1,3,0,0,0,0
415018,7384CZ,Strep. bovis-eq cmplx,Streptococcus,<=0.25,,K9-B FRISE,0,0,8.4,7,0,2,1.017,8,0,0,0,0,0,0,0,5,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,Streptococcus Bovis-Equinus Complex,3 x 10^2,Enterococcus sp,1 x 10^2,,0,0,0,0,0,0
415035,7663CZ,Coagulase Negative Staph Group,Staphylococcus,,,"K9-POODLE, TOY",0,0,5.6,3.2,0,1,1.029,8,0,0,0,0,0,0,0.1,4,1,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Coagulase (-) Staphylococcus,1 x 10^2,Micrococcus,1 x 10^2,,1,0,0,0,0,0
415226,8067CZ,Proteus mirabilis,Proteus,2,,K9-GER SHEP,1,1,0.3,15.2,0,2,1.032,6,0,0,0,0,0,0,0,5,0,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,1,0,0,Proteus Mirabilis,1 x 10^5,,,,0,0,0,0,0,0
415262,2901DI,E. coli hemolytic,E. Coli,>8,R,K9-AUS SHEP,0,0,8.8,15.3,0,3,1.021,7,100,0,5,0,0,250,0,2.5,1,100,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,2,0,0,Hemolytic E. Coli,1 x 10^3,,,,1,0,1,1,0,0
415289,5873DA,E. coli hemolytic,E. Coli,2,S,K9-X,0,0,13.4,23.5,0,3,1.013,8,150,0,0,0,0,50,0,5,1,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,0,0,0,0,0
415448,7694DE,Klebsiella pneumoniae,Klebsiella,>8,,K9-X,0,0,4.5,26,0,1,1.029,8,0,0,0,0,0,0,0,5,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Klebsiella Pneumoniae,>1 x 10^5,,,,0,0,0,0,0,0
415568,9588DE,E. coli hemolytic,E. Coli,2,S,K9-CHI,0,0,15.9,3.9,4,1,1.035,7,150,1000,0,0,0,250,0.2,4.5,0,100,1,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,0,1,1,0,0
415621,9025CZ,E. coli hemolytic,E. Coli,2,S,K9-DACH,0,0,15.4,5.2,1,3,1.011,7,0,0,0,0,0,10,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,1,1,4,0,0
415710,1500DA,Proteus mirabilis,Proteus,1,,K9-LAB,0,1,1,27.4,0,3,1.037,9,25,0,0,0,0,150,0,4,1,20,1,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,2,0,0,Proteus Mirabilis,1 x 10^5,Enterococcus Faecalis,1 x 10^5,Enterococcus Gallinarum,0,0,1,2,0,0
415743,1991DA,E. coli non-hemolytic,E. Coli,>8,R,K9-BULL TER,0,1,0.4,11.6,0,2,1.01,6,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,E. Coli,1 x 10^5,,,,1,6,0,0,1,45
416009,79694EM,E. coli non-hemolytic,E. Coli,8,S,K9-POOD,0,0,13.5,4.5,0,1,1.03,7,500,0,0,0,0,150,0.1,5,1,100,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4,2,0,0,E. Coli,>1 x 10^5,,,,1,1,1,3,0,0
416017,9558DF,E. coli hemolytic,E. Coli,4,S,K9-LAB,0,0,11.6,27.2,0,1,1.029,7,15,0,5,0,0,10,0,5,0,100,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,1,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,0,0,0,0,0
416030,3410DE,E. coli hemolytic,E. Coli,2,S,K9-IR SET,0,0,10.1,17.8,0,3,1.025,6,0,1000,0,0,0,0,0,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,Hemolytic E. Coli,1 x 10^3,,,,1,2,0,0,1,14
416072,905DA,Enterococcus faecalis,Enterococci,1,,K9-BEAGLE,0,0,1.5,12.4,0,1,1.033,8,75,0,0,0,1,250,0,3,1,3,0,24,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,2,0,0,Enterococcus Faecalis,1 x 10^5,Proteus Mirabilis,1 x 10^5,,1,0,0,0,0,0
416217,1475DA,E. coli non-hemolytic,E. Coli,2,S,K9-X,0,0,5.7,38,2,1,1.015,7,150,0,0,0,0,250,0,3.5,1,50,1,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,2,0,0,E. Coli,1 x 10^4,,,,0,2,1,4,0,0
