Patient ID,Visit#,Date of Test,Organism,Organism Group,Ampicillin,Ampicillin_RSI,Amoxi/Clav,Amoxi/Clav_RSI,Oxacillin,Penicillin,Piper/Tazob,Cefazolin,Cefazolin_RSI,Cefovecin,Cefovecin_RSI,Cefpodoxime,Cefpodoxime_RSI,Ceftazadime,Cephalexin,Cephalothin,Amikacin,Amikacin_RSI,Gentamicin,Gentamicin_RSI,Chloramphenicol,Chloramphenicol_RSI,Doxycycline,Doxycycline_RSI,Minocycline,Minocycline_RSI,Tetracycline,Tetracycline_RSI,Enrofloxacin,Marbofloxacin,Orbifloxacin,Orbifloxacin_RSI,Pradofloxacin,Pradofloxacin_RSI,Trim/Sulfa,Trim/Sulfa_RSI,Clindamycin,Erythromycin,Nitrofurantoin,Nitrofurantoin_RSI,Vancomycin,Rifampin,Imipenem,Imipenem_RSI
394897,6978BQ,40199,E. coli non-hemolytic,E. Coli,<=2,S,4,S,,,,,,,,,,,8,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
380716,7028BQ,40199,E. coli non-hemolytic,E. Coli,>256,R,32,R,,,,,,,,,,,16,,,,,,<=16,Invalid,,,,,128,R,>32,,,,,,>32,R,,,,,,,,
389789,6749BQ,40200,Acinetobacter species,Acinetobacter,<=2,,<=2,,,,,,,,,,,,<=4,,,,,,<=16,,,,,,<=2,,<=1,,,,,,<=4,,,,,,,,,
356660,7079BQ,40200,E. coli non-hemolytic,E. Coli,4,S,8,S,,,,,,,,,,,8,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
403575,7207BQ,40203,Strep. bovis-eq cmplx,Streptococcus,<=2,,<=2,,,,,,,,,,,,32,,,,,,<=16,,,,,,<=2,,<=1,,,,,,<=4,,,,,,,,,
404702,7774BQ,40206,E. coli hemolytic,E. Coli,<=2,S,4,S,,,,,,,,,,,<=4,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
404395,8397BQ,40213,Aerococcus viridans,Aerococcus,<=2,,<=2,,,,,,,,,,,,8,,,,,,<=16,,,,,,<=2,,<=1,,,,,,<=4,,,,,,,,,
380812,8431BQ,40213,E. coli non-hemolytic,E. Coli,<=2,S,<=2,S,,,,,,,,,,,<=4,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
400603,8467BQ,40213,Proteus mirabilis,Proteus,<=2,,<=2,,,,,,,,,,,,16,,,,,,<=16,,,,,,64,,<=1,,,,,,<=4,,,,,,,,,
404485,8587BQ,40214,E. coli hemolytic,E. Coli,256,R,32,R,,,,,,,,,,,128,,,,,,<=16,Invalid,,,,,128,R,<=1,,,,,,<=4,R,,,,,,,,
406284,8494BQ,40214,Staph. pseudintermedius,Staphylococcus,<=2,,<=2,,,,,,,,,,,,<=4,,,,,,<=16,,,,,,64,,<=1,,,,,,<=4,,,,,,,,,
383379,8669BQ,40217,E. coli hemolytic,E. Coli,128,R,8,S,,,,,,,,,,,<=4,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
347523,8857BQ,40218,Proteus mirabilis,Proteus,<=2,,<=2,,,,,,,,,,,,8,,,,,,<=16,,,,,,16,,<=1,,,,,,<=4,,,,,,,,,
406265,8837BQ,40218,E. coli hemolytic,E. Coli,4,S,8,S,,,,,,,,,,,8,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
406246,8931BQ,40219,Coagulase Negative Staph Group,Staphylococcus,<=2,,<=2,,,,,,,,,,,,8,,,,,,<=16,,,,,,<=2,,32,,,,,,<=4,,,,,,,,,
404317,8938BQ,40219,Streptococcus canis,Streptococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352578,9347BQ,40225,E. coli hemolytic,E. Coli,<=2,S,<=2,S,,,,,,,,,,,<=4,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
406134,54497EM,40225,Staph. pseudintermedius,Staphylococcus,<=2,,<=2,,,,,,,,,,,,<=4,,,,,,<=16,,,,,,<=2,,<=1,,,,,,<=4,,,,,,,,,
406177,9327BQ,40225,E. coli hemolytic,E. Coli,4,S,4,S,,,,,,,,,,,<=4,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
404511,9688BQ,40227,Coagulase Negative Staph Group,Staphylococcus,<=2,,<=2,,,,,,,,,,,,<=4,,,,,,<=16,,,,,,<=2,,<=1,,,,,,<=4,,,,,,,,,
405848,9931BQ,40231,Staph. pseudintermedius,Staphylococcus,<=2,,<=2,,,,,,,,,,,,<=4,,,,,,<=16,,,,,,<=2,,<=1,,,,,,<=4,,,,,,,,,
377911,443BR,40234,Klebsiella aerogenes,Klebsiella,32,,128,,,,,,,,,,,,16,,,,,,,,,,,,4,,<=0.03,,,,,,<=2,,,,,,,,,
405948,353BR,40234,E. coli hemolytic,E. Coli,<=2,S,4,S,,,,,,,,,,,8,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
405257,557BR,40235,Staph. pseudintermedius,Staphylococcus,<=2,,<=2,,,,,,,,,,,,<=4,,,,,,<=16,,,,,,<=2,,<=1,,,,,,<=4,,,,,,,,,
400266,526BR,40235,E. coli non-hemolytic,E. Coli,8,S,8,S,,,,,,,,,,,8,,,,,,<=16,Invalid,,,,,128,R,<=1,,,,,,<=4,R,,,,,,,,
393381,54673EM,40240,E. coli hemolytic,E. Coli,<=2,S,4,S,,,,,,,,,,,8,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
369431,1021BR,40241,Aerococcus viridans,Aerococcus,<=2,,<=2,,,,,,,,,,,,<=4,,,,,,<=16,,,,,,8,,2,,,,,,<=4,,,,,,,,,
398398,1102BR,40241,Proteus mirabilis,Proteus,<=2,,<=2,,,,,,,,,,,,8,,,,,,<=16,,,,,,64,,<=1,,,,,,<=4,,,,,,,,,
375747,1083BR,40241,E. coli hemolytic,E. Coli,<=2,S,4,S,,,,,,,,,,,<=4,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
405286,54662EM,40242,Serratia marcescens,Serratia,<=2,,4,,,,,,,,,,,,32,,,,,,<=16,,,,,,32,,<=1,,,,,,<=4,,,,,,,,,
405277,54676EM,40242,Staph. pseudintermedius,Staphylococcus,<=2,,<=2,,,,,,,,,,,,<=4,,,,,,<=16,,,,,,<=2,,<=1,,,,,,<=4,,,,,,,,,
348549,54724EM,40244,E. coli hemolytic,E. Coli,<=2,S,4,S,,,,,,,,,,,<=4,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
405103,1716BR,40247,Streptococcus agalactiae,Streptococcus,<=0.25,,<=4,,<=0.25,<=0.06,,<=8,,,,<=2,,,,<=2,<=4,,<=1,,<=4,,,,,,>8,,<=0.5,<=0.25,<=1,,,,<=0.5,,<=0.25,<=0.5,,,,<=1,<=1,
404377,1813BR,40248,Proteus mirabilis,Proteus,<=2,,<=2,,,,,,,,,,,,8,,,,,,<=16,,,,,,64,,<=1,,,,,,<=4,,,,,,,,,
339959,2037BR,40252,E. coli hemolytic,E. Coli,<=2,S,<=2,S,,,,,,,,,,,<=4,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
371981,2252BR,40253,Enterococcus faecium,Enterococci,<=2,,<=2,,,,,,,,,,,,8,,,,,,<=16,,,,,,32,,4,,,,,,<=4,,,,,,,,,
403270,2250BR,40253,E. coli hemolytic,E. Coli,<=2,S,4,S,,,,,,,,,,,<=4,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
405035,2511BR,40255,Streptococcus canis,Streptococcus,<=2,,<=2,,,,,,,,,,,,<=4,,,,,,<=16,,,,,,4,,<=1,,,,,,<=4,,,,,,,,,
404952,2717BR,40259,Enterococcus faecium,Enterococci,<=2,,<=2,,,,,,,,,,,,128,,,,,,<=16,,,,,,64,,<=1,,,,,,<=4,,,,,,,,,
377971,2654BR,40259,E. coli non-hemolytic,E. Coli,4,S,8,S,,,,,,,,,,,8,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
405017,2669BR,40259,Coagulase Negative Staph Group,Staphylococcus,<=2,,<=2,,,,,,,,,,,,<=4,,,,,,<=16,,,,,,<=2,,<=1,,,,,,<=4,,,,,,,,,
405750,2850BR,40260,Klebsiella pneumoniae,Klebsiella,16,,<=2,,,,,,,,,,,,<=4,,,,,,<=16,,,,,,<=2,,<=1,,,,,,<=4,,,,,,,,,
346335,2639BR,40260,Proteus mirabilis,Proteus,<=2,,<=2,,,,,,,,,,,,8,,,,,,<=16,,,,,,64,,<=1,,,,,,<=4,,,,,,,,,
405690,54970EM,40263,E. coli hemolytic,E. Coli,2,S,<=2,S,,,,,,,,,,,<=4,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
402934,55021EM,40265,Staph. pseudintermedius,Staphylococcus,<=2,,<=2,,,,,,,,,,,,<=4,,,,,,<=16,,,,,,<=2,,<=1,,,,,,<=4,,,,,,,,,
402046,3236BR,40266,Enterobacterales,Enterobacteriaceae,8,,<=2,,,,,,,,,,,,<=4,,,,,,<=16,,,,,,<=2,,<=1,,,,,,<=4,,,,,,,,,
402232,3387BR,40267,E. coli non-hemolytic,E. Coli,4,S,4,S,,,,,,,,,,,8,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
405125,3389BR,40267,Staph. pseudintermedius,Staphylococcus,<=2,,<=2,,,,,,,,,,,,16,,,,,,<=16,,,,,,64,,16,,,,,,8,,,,,,,,,
406455,3822BR,40270,Staphylococcus intermedius,Staphylococcus,<=2,,<=2,,,,,,,,,,,,<=4,,,,,,<=16,,,,,,64,,<=1,,,,,,<=4,,,,,,,,,
406475,3959BR,40273,Proteus mirabilis,Proteus,1,,<=4,,>4,4,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,<=4,,>8,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,>2,<=1,
405781,4145BR,40274,Enterococcus faecium,Enterococci,>16,,32,,>4,>8,,>16,,>8,,>16,,,,,32,,8,,<=4,,4,,,,,,>2,>2,,,,,<=0.5,,4,1,,,,>2,>8,
405779,4124BR,40274,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,<=1,<=1,S
394536,4178BR,40274,E. coli hemolytic,E. Coli,4,S,4,S,,,,,,,,,,,8,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
406737,4274BR,40275,Pseudomonas aeruginosa,Pseudomonas,>16,,>32,,>4,>8,,>16,,>8,,>16,,,,,<=4,,2,,>16,,>8,,,,,,0.5,<=0.25,,,,,2,,>4,>4,,,,>2,<=1,
358416,4553BR,40277,E. coli non-hemolytic,E. Coli,4,S,8,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
405506,4663BR,40280,Kleb. pneumoniae ss pneumoniae,Klebsiella,16,,<=4,,>4,>8,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,<=4,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,>2,<=1,
405574,4895BR,40281,E. coli hemolytic,E. Coli,1,S,<=4,S,>4,>8,,<=4,S,<=0.25,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,>8,I,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,2,<=1,S
404932,4818BR,40281,Proteus mirabilis,Proteus,2,,<=4,,>4,8,,<=4,,0.5,,<=2,,,,,<=4,,<=1,,8,,>8,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,2,<=1,
386421,55241EM,40286,Streptococcus canis,Streptococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406548,5478BR,40287,Klebsiella aerogenes,Klebsiella,16,,32,,>4,>8,,<=4,,0.5,,<=2,,,,,<=4,,<=1,,<=4,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,>2,<=1,
344922,5474BR,40287,E. coli non-hemolytic,E. Coli,>16,R,8,S,>4,>8,,<=4,S,1,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
407201,5449BR,40288,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=4,,<=0.25,<=0.06,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,8,,8,,,,,,>2,>2,,,,,>2,,>4,>4,,,,<=1,<=1,
406519,5662BR,40289,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
310694,5712BR,40289,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
372883,5946BR,40291,E. coli non-hemolytic,E. Coli,4,S,<=4,S,>4,>8,,<=4,S,1,S,<=2,S,,,,8,I,<=1,S,8,S,>8,I,,,,,>2,>2,,,,,>2,S,>4,>4,,,,>2,<=1,S
293466,6073BR,40294,Pseudomonas aeruginosa,Pseudomonas,>16,,>32,,>4,>8,,>16,,>8,,>16,,,,,16,,8,,>16,,>8,,,,,,2,2,,,,,>2,,>4,>4,,,,>2,8,
396441,6080BR,40295,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=4,,<=0.25,<=0.06,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,<=4,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,<=0.5,<=0.5,,,,<=1,<=1,
406644,6446BR,40296,Citrobacter species,Citrobacter,>16,,<=4,,>4,>8,,<=4,,0.5,,<=2,,,,,<=4,,<=1,,<=4,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,>2,<=1,
407180,6419BR,40296,E. coli hemolytic,E. Coli,4,S,<=4,S,>4,>8,,<=4,S,<=0.25,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
381759,6365BR,40296,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=4,,<=0.25,0.25,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,<=4,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,<=0.5,<=0.5,,,,<=1,<=1,
407268,6571BR,40297,Enterococcus faecalis,Enterococci,1,,<=4,,>4,4,,>16,,>8,,16,,,,,>32,,>8,,8,,<=2,,,,,,1,2,,,,,<=0.5,,>4,<=0.5,,,,>2,<=1,
407122,55392EM,40299,E. coli non-hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
404105,7126BR,40303,Enterococcus faecalis,Enterococci,1,,<=4,,>4,2,,>16,,>8,,16,,,,,>32,,>8,,>16,,>8,,,,,,1,2,,,,,>2,,>4,>4,,,,>2,<=1,
339386,7300BR,40304,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,<=0.25,S,<=2,S,,,,8,I,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
363878,7332BR,40304,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,<=0.25,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
407080,7289BR,40305,Proteus mirabilis,Proteus,1,,<=4,,>4,4,,>16,,8,,4,,,,,>32,,>8,,8,,>8,,,,,,<=0.25,0.5,,,,,<=0.5,,>4,>4,,,,>2,<=1,
407147,55491EM,40306,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=4,,<=0.25,<=0.06,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,<=4,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,<=0.5,<=0.5,,,,<=1,<=1,
407095,7623BR,40308,E. coli non-hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,2,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
407025,55487EM,40308,E. coli hemolytic,E. Coli,1,S,<=4,S,>4,8,,<=4,S,<=0.25,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,2,<=1,S
406681,7722BR,40309,E. coli non-hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
384343,8040BR,40311,Streptococcus bovis-equinus complex,Streptococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406865,7997BR,40311,E. coli hemolytic,E. Coli,4,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
406885,8449BR,40316,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
308196,8762BR,40319,E. coli non-hemolytic,E. Coli,8,S,16,R,,,,,,,,,,,8,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
407884,8944BR,40322,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
408081,55661EM,40322,Enterococcus faecalis,Enterococci,1,,<=4,,>4,2,,16,,>8,,4,,,,,>32,,>8,,<=4,,4,,,,,,1,2,,,,,<=0.5,,2,<=0.5,,,,<=1,<=1,
405501,9285BR,40324,Proteus mirabilis,Proteus,1,,<=4,,>4,4,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,8,,>8,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,2,2,
403590,9317BR,40325,E. coli non-hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
316795,9728BR,40330,E. coli non-hemolytic,E. Coli,4,S,<=4,S,>4,>8,,<=4,S,1,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
405413,9562BR,40330,Enterococcus faecalis,Enterococci,1,,<=4,,>4,2,,>16,,>8,,>16,,,,,>32,,>8,,8,,<=2,,,,,,1,2,,,,,<=0.5,,>4,1,,,,>2,<=1,
408234,9752BR,40330,Proteus mirabilis,Proteus,1,,<=4,,>4,4,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,8,,>8,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,>2,<=1,
380230,9931BR,40332,Klebsiella pneumoniae,Klebsiella,>16,,<=4,,>4,>8,,<=4,,0.5,,<=2,,,,,<=4,,<=1,,<=4,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,>2,<=1,
407566,855BS,40343,Streptococcus bovis,Streptococcus,<=0.25,,<=4,,<=0.25,<=0.06,,<=4,,<=0.25,,<=2,,,,,32,,4,,<=4,,>8,,,,,,1,2,,,,,1,,2,<=0.5,,,,<=1,<=1,
407506,797BS,40343,E. coli hemolytic,E. Coli,1,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
355860,1420BS,40346,E. coli non-hemolytic,E. Coli,<=2,S,4,S,,,,,,,,,,,<=4,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
406705,1422BS,40346,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,<=0.25,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
407800,1399BS,40346,E. coli non-hemolytic,E. Coli,>16,R,32,R,>4,>8,,>16,S,>8,R,>16,R,,,,<=4,S,<=1,S,>16,I,>8,I,,,,,>2,>2,,,,,>2,S,>4,>4,,,,>2,<=1,S
370270,1552BS,40348,E. coli non-hemolytic,E. Coli,4,S,4,S,,,,,,,,,,,8,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
407424,56069EM,40349,E. coli hemolytic,E. Coli,>16,R,8,S,>4,>8,,<=4,S,<=0.25,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
407699,1811BS,40351,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,<=0.25,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
407308,2001BS,40352,Mycoplasma,Mycoplasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360336,2004BS,40352,E. coli non-hemolytic,E. Coli,1,S,<=4,S,>4,>8,,<=4,S,<=0.25,S,<=2,S,,,,<=4,S,2,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
408787,56106EM,40355,E. coli hemolytic,E. Coli,1,S,<=4,S,>4,8,,<=4,S,<=0.25,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,2,<=1,S
408905,2711BS,40359,E. coli hemolytic,E. Coli,4,S,4,S,,,,,,,,,,,8,,,,,,<=16,Invalid,,,,,<=2,S,<=1,,,,,,<=4,R,,,,,,,,
405627,2663BS,40359,E. coli non-hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,16,I,4,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
408608,3167BS,40365,E. coli non-hemolytic,E. Coli,>16,R,>32,R,>4,>8,,>16,S,>8,R,>16,R,,,,<=4,S,>8,R,8,S,>8,I,,,,,>2,>2,,,,,>2,S,>4,>4,,,,>2,<=1,S
406853,4398BS,40378,Proteus mirabilis,Proteus,1,,<=4,,>4,4,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,8,,>8,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,>2,<=1,
410014,4792BS,40382,Enterococcus faecium,Enterococci,>16,,>32,,>4,>8,,>16,,>8,,>16,,,,,>32,,8,,<=4,,<=2,,,,,,>2,>2,,,,,<=0.5,,<=0.5,1,,,,>2,>8,
408465,56620EM,40385,Mycoplasma,Mycoplasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409957,5204BS,40386,E. coli non-hemolytic,E. Coli,4,S,<=4,S,>4,>8,,<=4,S,1,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
404138,5229BS,40386,E. coli hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
407958,5279BS,40387,Lactobacillus species,Bacillus,<=0.25,,<=4,,<=0.25,0.25,,<=4,,>8,,>16,,,,,>32,,>8,,<=4,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,2,<=0.5,,,,<=1,<=1,
410110,56527EM,40389,Acinetobacter baumannii,Acinetobacter,8,,8,,>4,>8,,>16,,8,,8,,,,,<=4,,<=1,,>16,,<=2,,,,,,<=0.25,<=0.25,,,,,<=0.5,,>4,>4,,,,>2,<=1,
373888,56543EM,40390,E. coli non-hemolytic,E. Coli,>16,R,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,>2,S,>4,>4,,,,>2,<=1,S
353167,5998BS,40394,E. coli non-hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
408440,5925BS,40394,E. coli non-hemolytic,E. Coli,>16,R,<=4,S,>4,>8,,<=4,S,<=0.25,S,<=2,S,,,,<=4,S,<=1,S,>16,I,>8,I,,,,,2,1,,,,,>2,S,>4,>4,,,,>2,<=1,S
403643,6158BS,40395,E. coli non-hemolytic,E. Coli,>16,R,<=4,S,>4,>8,,<=4,S,<=0.25,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,>2,S,>4,>4,,,,>2,<=1,S
410071,6098BS,40395,E. coli hemolytic,E. Coli,>16,R,32,R,>4,>8,,8,S,2,S,8,R,,,,<=4,S,<=1,S,8,S,4,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
409376,6323BS,40399,E. coli hemolytic,E. Coli,4,S,<=4,S,>4,>8,,<=4,S,1,S,<=2,S,,,,<=4,S,<=1,S,<=4,R,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
332740,6421BS,40399,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=4,,<=0.25,0.25,,<=4,,<=0.25,,<=2,,,,,<=4,,<=1,,<=4,,4,,,,,,<=0.25,<=0.25,,,,,<=0.5,,<=0.5,<=0.5,,,,<=1,<=1,
394782,6407BS,40399,E. coli non-hemolytic,E. Coli,2,S,<=4,S,>4,>8,,<=4,S,0.5,S,<=2,S,,,,<=4,S,<=1,S,8,S,<=2,S,,,,,<=0.25,<=0.25,,,,,<=0.5,S,>4,>4,,,,>2,<=1,S
